time_s,dt_s,lateral_error,forward_error
1768669683.2712142,0.0,-39.0,0.38999998569488525
1768669683.3122451,0.0410308837890625,-39.0,0.38999998569488525
1768669683.3127964,0.0005512237548828125,-39.0,0.38999998569488525
1768669683.3324175,0.01962113380432129,-39.0,0.4099999964237213
1768669683.3333955,0.0009779930114746094,-39.0,0.4099999964237213
1768669683.3666303,0.03323483467102051,-39.0,0.4099999964237213
1768669683.3671417,0.0005114078521728516,-39.0,0.4099999964237213
1768669683.3993475,0.032205820083618164,-39.0,0.4399999976158142
1768669683.400544,0.0011963844299316406,-39.0,0.4399999976158142
1768669683.4346397,0.03409576416015625,-39.0,0.4399999976158142
1768669683.435155,0.0005152225494384766,-39.0,0.41999998688697815
1768669683.467316,0.03216099739074707,-39.0,0.41999998688697815
1768669683.4678748,0.0005588531494140625,-39.0,0.41999998688697815
1768669683.4999318,0.03205704689025879,-39.0,0.41999998688697815
1768669683.503754,0.0038220882415771484,-39.0,0.41999998688697815
1768669683.5385587,0.0348048210144043,-39.0,0.41999998688697815
1768669683.5391386,0.000579833984375,-39.0,0.41999998688697815
1768669683.569192,0.030053377151489258,-39.0,0.41999998688697815
1768669683.570352,0.0011601448059082031,-39.0,0.4699999988079071
1768669683.601364,0.03101181983947754,-39.0,0.4699999988079071
1768669683.6022964,0.0009324550628662109,-39.0,0.4699999988079071
1768669683.6487546,0.04645824432373047,-39.0,0.4300000071525574
1768669683.649842,0.0010874271392822266,-39.0,0.4300000071525574
1768669683.6707726,0.02093052864074707,-39.0,0.5
1768669683.6752439,0.004471302032470703,-39.0,0.5
1768669683.7002418,0.024997949600219727,-39.0,0.5
1768669683.7007728,0.0005309581756591797,-39.0,0.5
1768669683.7338474,0.03307461738586426,-39.0,0.44999998807907104
1768669683.7355697,0.0017223358154296875,-39.0,0.44999998807907104
1768669683.7655425,0.02997279167175293,-39.0,0.44999998807907104
1768669683.7660863,0.0005438327789306641,-39.0,0.49000000953674316
1768669683.80156,0.03547358512878418,-39.0,0.36000001430511475
1768669683.80242,0.0008599758148193359,-48.0,0.36000001430511475
