time_s,dt_s,lateral_error,forward_error
1768670526.119913,0.0,11.0,0.5
1768670526.1735032,0.05359005928039551,12.0,0.5
1768670526.1740084,0.0005052089691162109,12.0,0.5
1768670526.2073119,0.03330349922180176,12.0,0.49000000953674316
1768670526.2098696,0.0025577545166015625,12.0,0.49000000953674316
1768670526.250399,0.040529489517211914,12.0,0.47999998927116394
1768670526.251237,0.0008378028869628906,11.0,0.47999998927116394
1768670526.3085418,0.05730485916137695,11.0,0.46000000834465027
1768670526.3095145,0.000972747802734375,11.0,0.46000000834465027
1768670526.3632443,0.05372977256774902,11.0,0.46000000834465027
1768670526.364157,0.0009126663208007812,11.0,0.46000000834465027
1768670526.38963,0.02547311782836914,11.0,0.46000000834465027
1768670526.3912034,0.001573324203491211,11.0,0.46000000834465027
1768670526.4269512,0.03574776649475098,11.0,0.46000000834465027
1768670526.4314592,0.004508018493652344,11.0,0.46000000834465027
1768670526.5195062,0.08804702758789062,11.0,0.46000000834465027
1768670526.5204666,0.0009603500366210938,11.0,0.46000000834465027
1768670526.5708346,0.05036807060241699,11.0,0.46000000834465027
1768670526.575331,0.004496335983276367,9.0,0.46000000834465027
1768670526.6299922,0.05466127395629883,9.0,0.4699999988079071
1768670526.6312976,0.0013053417205810547,9.0,0.4699999988079071
1768670526.7070763,0.07577872276306152,9.0,0.46000000834465027
1768670526.7079327,0.0008563995361328125,9.0,0.46000000834465027
1768670526.748253,0.040320396423339844,9.0,0.46000000834465027
1768670526.7500489,0.0017957687377929688,9.0,0.46000000834465027
1768670526.8082151,0.0581662654876709,9.0,0.4699999988079071
1768670526.8183963,0.010181188583374023,9.0,0.4699999988079071
1768670526.8952417,0.07684540748596191,9.0,0.4699999988079071
1768670526.896609,0.001367330551147461,9.0,0.4699999988079071
1768670526.9459693,0.04936027526855469,9.0,0.4699999988079071
1768670526.9525545,0.006585121154785156,9.0,0.4699999988079071
1768670527.0456645,0.0931100845336914,9.0,0.4699999988079071
1768670527.046241,0.0005764961242675781,9.0,0.4699999988079071
1768670527.1005642,0.05432319641113281,9.0,0.4699999988079071
1768670527.1016135,0.0010492801666259766,9.0,0.4699999988079071
1768670527.1427855,0.041172027587890625,9.0,0.4699999988079071
1768670527.1439214,0.0011358261108398438,9.0,0.4699999988079071
1768670527.1819239,0.03800249099731445,9.0,0.4699999988079071
1768670527.1827822,0.000858306884765625,9.0,0.4699999988079071
1768670527.25944,0.07665777206420898,9.0,0.4699999988079071
1768670527.260325,0.000885009765625,9.0,0.4699999988079071
1768670527.2922194,0.03189444541931152,9.0,0.4699999988079071
1768670527.293081,0.0008616447448730469,9.0,0.4699999988079071
1768670527.3105786,0.017497539520263672,9.0,0.4699999988079071
1768670527.3119164,0.0013377666473388672,9.0,0.4699999988079071
1768670527.3537662,0.04184985160827637,9.0,0.4699999988079071
1768670527.355366,0.0015997886657714844,9.0,0.4699999988079071
1768670527.3820972,0.026731252670288086,9.0,0.4699999988079071
1768670527.383032,0.0009348392486572266,9.0,0.4699999988079071
1768670527.4266658,0.04363369941711426,9.0,0.4699999988079071
1768670527.4277823,0.0011165142059326172,9.0,0.4699999988079071
1768670527.4541507,0.026368379592895508,9.0,0.4699999988079071
1768670527.4546828,0.0005321502685546875,9.0,0.4699999988079071
1768670527.4988286,0.044145822525024414,9.0,0.4399999976158142
1768670527.4997084,0.0008797645568847656,9.0,0.4399999976158142
1768670527.5308254,0.031116962432861328,9.0,0.4399999976158142
1768670527.5380988,0.007273435592651367,9.0,0.4399999976158142
1768670527.608468,0.07036924362182617,9.0,0.44999998807907104
1768670527.6127403,0.0042722225189208984,9.0,0.44999998807907104
1768670527.699549,0.08680868148803711,9.0,0.46000000834465027
1768670527.7088501,0.009301185607910156,8.0,0.46000000834465027
1768670527.792799,0.08394885063171387,8.0,0.4699999988079071
1768670527.807861,0.015062093734741211,8.0,0.4699999988079071
1768670527.8148448,0.006983757019042969,9.0,0.4699999988079071
1768670527.815345,0.0005002021789550781,9.0,0.46000000834465027
1768670527.8450255,0.029680490493774414,9.0,0.46000000834465027
1768670527.8455741,0.0005486011505126953,9.0,0.4699999988079071
1768670527.8986537,0.05307960510253906,9.0,0.4699999988079071
1768670527.8991368,0.0004830360412597656,9.0,0.46000000834465027
1768670527.9375916,0.03845477104187012,9.0,0.46000000834465027
1768670527.9419281,0.00433659553527832,9.0,0.46000000834465027
1768670527.9850397,0.043111562728881836,9.0,0.46000000834465027
1768670527.9866958,0.0016560554504394531,9.0,0.46000000834465027
1768670528.0416095,0.05491375923156738,9.0,0.46000000834465027
1768670528.0425088,0.0008993148803710938,9.0,0.46000000834465027
1768670528.1002328,0.0577239990234375,9.0,0.46000000834465027
1768670528.1084523,0.008219480514526367,9.0,0.46000000834465027
1768670528.184385,0.07593274116516113,9.0,0.46000000834465027
1768670528.1857562,0.001371145248413086,9.0,0.46000000834465027
1768670528.2602985,0.07454228401184082,9.0,0.46000000834465027
1768670528.2614427,0.0011441707611083984,9.0,0.46000000834465027
1768670528.2925954,0.031152725219726562,9.0,0.4699999988079071
1768670528.2952597,0.002664327621459961,9.0,0.4699999988079071
1768670528.347965,0.05270528793334961,9.0,0.46000000834465027
1768670528.349948,0.0019829273223876953,9.0,0.46000000834465027
1768670528.4183333,0.06838536262512207,9.0,0.46000000834465027
1768670528.419317,0.0009837150573730469,9.0,0.46000000834465027
1768670528.481315,0.06199789047241211,9.0,0.46000000834465027
1768670528.628683,0.1473681926727295,9.0,0.46000000834465027
1768670528.6292157,0.0005326271057128906,9.0,0.46000000834465027
1768670528.6298704,0.0006546974182128906,9.0,0.46000000834465027
1768670528.6301782,0.0003077983856201172,9.0,0.46000000834465027
1768670528.630732,0.0005538463592529297,9.0,0.46000000834465027
1768670528.6320906,0.0013585090637207031,9.0,0.46000000834465027
1768670528.6329577,0.0008671283721923828,9.0,0.46000000834465027
1768670528.6605735,0.027615785598754883,9.0,0.44999998807907104
1768670528.6637452,0.003171682357788086,9.0,0.44999998807907104
1768670528.7304833,0.06673812866210938,9.0,0.44999998807907104
1768670528.731057,0.0005736351013183594,9.0,0.4699999988079071
1768670528.7576537,0.026596784591674805,9.0,0.4699999988079071
1768670528.759014,0.001360177993774414,9.0,0.4699999988079071
1768670528.7884293,0.029415369033813477,9.0,0.46000000834465027
1768670528.7974052,0.008975982666015625,9.0,0.46000000834465027
1768670528.8529592,0.05555391311645508,9.0,0.46000000834465027
1768670528.8582876,0.00532841682434082,9.0,0.46000000834465027
1768670528.9350934,0.07680583000183105,9.0,0.46000000834465027
1768670528.9365902,0.0014967918395996094,9.0,0.46000000834465027
1768670529.0025585,0.06596827507019043,9.0,0.46000000834465027
1768670529.0073097,0.0047512054443359375,9.0,0.46000000834465027
1768670529.0485196,0.04120993614196777,9.0,0.4699999988079071
1768670529.0508301,0.002310514450073242,9.0,0.4699999988079071
1768670529.1314695,0.08063936233520508,9.0,0.4699999988079071
1768670529.1416907,0.010221242904663086,9.0,0.4699999988079071
1768670529.204699,0.06300830841064453,9.0,0.47999998927116394
1768670529.2160783,0.011379241943359375,9.0,0.47999998927116394
1768670529.2553296,0.03925132751464844,9.0,0.4699999988079071
1768670529.256422,0.0010924339294433594,9.0,0.4699999988079071
1768670529.3526387,0.09621667861938477,8.0,0.4699999988079071
1768670529.3532093,0.0005705356597900391,8.0,0.46000000834465027
1768670529.4207203,0.06751108169555664,8.0,0.4399999976158142
1768670529.4225948,0.0018744468688964844,8.0,0.4399999976158142
1768670529.464687,0.042092323303222656,8.0,0.5400000214576721
1768670529.4705791,0.005892038345336914,7.0,0.5400000214576721
1768670529.4870012,0.016422033309936523,7.0,0.5400000214576721
1768670529.4883308,0.001329660415649414,7.0,0.5400000214576721
1768670529.5510097,0.06267881393432617,7.0,0.550000011920929
1768670529.5527437,0.001734018325805664,7.0,0.550000011920929
1768670529.597905,0.04516124725341797,7.0,0.41999998688697815
1768670529.6055822,0.007677316665649414,5.0,0.41999998688697815
1768670529.614633,0.009050846099853516,5.0,0.41999998688697815
1768670529.6163275,0.0016944408416748047,5.0,0.41999998688697815
1768670529.6473205,0.030992984771728516,5.0,0.4000000059604645
1768670529.6545172,0.007196664810180664,4.0,0.4000000059604645
1768670529.6964948,0.041977643966674805,4.0,0.4000000059604645
1768670529.698572,0.0020771026611328125,4.0,0.4000000059604645
1768670529.7857902,0.0872182846069336,4.0,0.4000000059604645
1768670529.7871253,0.00133514404296875,4.0,0.4000000059604645
1768670529.8763833,0.08925795555114746,4.0,0.4000000059604645
1768670529.8779197,0.0015363693237304688,3.0,0.4000000059604645
1768670529.9795907,0.10167098045349121,3.0,0.38999998569488525
1768670529.9808872,0.0012965202331542969,2.0,0.38999998569488525
1768670530.0336955,0.052808284759521484,2.0,0.3799999952316284
1768670530.038357,0.00466156005859375,2.0,0.3799999952316284
1768670530.0847325,0.04637551307678223,2.0,0.33000001311302185
1768670530.0861282,0.0013957023620605469,-1.0,0.33000001311302185
1768670530.1314812,0.045352935791015625,-1.0,0.33000001311302185
1768670530.1328564,0.0013751983642578125,-1.0,0.33000001311302185
1768670530.214311,0.08145451545715332,-1.0,0.3100000023841858
1768670530.2159014,0.0015904903411865234,-4.0,0.3100000023841858
1768670530.2788942,0.06299281120300293,-4.0,0.30000001192092896
1768670530.2860641,0.007169961929321289,-2.0,0.30000001192092896
1768670530.3394911,0.05342698097229004,-2.0,0.30000001192092896
1768670530.3407366,0.0012454986572265625,-2.0,0.30000001192092896
1768670530.4162166,0.07547998428344727,-2.0,0.30000001192092896
1768670530.4176316,0.0014150142669677734,-2.0,0.30000001192092896
1768670530.4512913,0.03365969657897949,-2.0,0.28999999165534973
1768670530.4525356,0.0012443065643310547,-3.0,0.28999999165534973
1768670530.4800112,0.027475595474243164,-3.0,0.3100000023841858
1768670530.4813776,0.0013663768768310547,-3.0,0.3100000023841858
1768670530.5343359,0.05295825004577637,-3.0,0.30000001192092896
1768670530.5370958,0.0027599334716796875,-5.0,0.30000001192092896
1768670530.5606835,0.023587703704833984,-5.0,0.3100000023841858
1768670530.5690029,0.008319377899169922,-5.0,0.3100000023841858
1768670530.6284904,0.05948758125305176,-5.0,0.3100000023841858
1768670530.6299584,0.0014679431915283203,-5.0,0.3100000023841858
1768670530.687374,0.05741572380065918,-5.0,0.30000001192092896
1768670530.6889737,0.0015995502471923828,-5.0,0.30000001192092896
1768670530.7195497,0.030575990676879883,-5.0,0.30000001192092896
1768670530.733202,0.013652324676513672,-5.0,0.30000001192092896
1768670530.7797506,0.04654860496520996,-5.0,0.30000001192092896
1768670530.7810316,0.0012810230255126953,-5.0,0.30000001192092896
1768670530.8159988,0.03496718406677246,-5.0,0.3100000023841858
1768670530.8221102,0.0061113834381103516,-5.0,0.3100000023841858
1768670530.8939276,0.07181739807128906,-5.0,0.3100000023841858
1768670530.9059255,0.01199793815612793,-5.0,0.3100000023841858
1768670530.9444368,0.03851127624511719,-5.0,0.27000001072883606
