time_s,dt_s,lateral_error,forward_error
1768670646.68434,0.0,-38.0,0.6000000238418579
1768670646.6856937,0.0013537406921386719,-37.0,0.6000000238418579
1768670646.686074,0.0003802776336669922,-37.0,0.6000000238418579
1768670646.6887329,0.002658843994140625,-37.0,0.6000000238418579
1768670646.689157,0.0004241466522216797,-37.0,0.4399999976158142
1768670646.7297432,0.040586233139038086,-37.0,0.4399999976158142
1768670646.7310326,0.00128936767578125,-37.0,0.5
1768670646.74444,0.013407468795776367,-37.0,0.5
1768670646.747139,0.0026988983154296875,-37.0,0.5
1768670646.7805386,0.03339958190917969,-37.0,0.46000000834465027
1768670646.7818582,0.0013196468353271484,-37.0,0.46000000834465027
1768670646.8141923,0.032334089279174805,-37.0,0.49000000953674316
1768670646.8163638,0.0021715164184570312,-37.0,0.49000000953674316
1768670646.854773,0.03840923309326172,-37.0,0.49000000953674316
1768670646.8557155,0.0009424686431884766,-37.0,0.49000000953674316
1768670646.8757987,0.020083189010620117,-37.0,0.4699999988079071
1768670646.8766916,0.0008928775787353516,-36.0,0.4699999988079071
1768670646.9028986,0.02620697021484375,-36.0,0.4699999988079071
1768670646.9035418,0.0006432533264160156,-36.0,0.4699999988079071
1768670646.9677794,0.06423759460449219,-36.0,0.5
1768670646.9723256,0.004546165466308594,-36.0,0.5
1768670646.9963942,0.024068593978881836,-36.0,0.5099999904632568
1768670647.0192573,0.022863149642944336,-36.0,0.4399999976158142
1768670647.0202441,0.0009868144989013672,-28.0,0.4399999976158142
1768670647.0534794,0.03323531150817871,-28.0,0.4399999976158142
1768670647.065979,0.012499570846557617,-24.0,0.4399999976158142
1768670647.1553411,0.08936214447021484,-24.0,0.49000000953674316
1768670647.2905452,0.13520407676696777,-27.0,0.49000000953674316
1768670647.2909746,0.00042939186096191406,-27.0,0.44999998807907104
1768670647.2916727,0.000698089599609375,-26.0,0.44999998807907104
1768670647.2919703,0.00029754638671875,-26.0,0.46000000834465027
1768670647.293638,0.0016677379608154297,-25.0,0.46000000834465027
1768670647.294026,0.0003879070281982422,-25.0,0.41999998688697815
1768670647.2947068,0.0006809234619140625,-19.0,0.41999998688697815
1768670647.2950473,0.00034046173095703125,-19.0,0.41999998688697815
1768670647.2957132,0.0006659030914306641,-19.0,0.41999998688697815
1768670647.3043232,0.008610010147094727,-19.0,0.41999998688697815
1768670647.3070674,0.0027441978454589844,-19.0,0.41999998688697815
1768670647.347214,0.040146589279174805,-19.0,0.41999998688697815
1768670647.3621075,0.014893531799316406,-19.0,0.41999998688697815
1768670647.377797,0.015689373016357422,-19.0,0.41999998688697815
1768670647.3787193,0.0009224414825439453,-19.0,0.41999998688697815
1768670647.433906,0.05518674850463867,-19.0,0.41999998688697815
1768670647.4347453,0.0008392333984375,-19.0,0.41999998688697815
1768670647.4456656,0.010920286178588867,-19.0,0.41999998688697815
1768670647.4720943,0.026428699493408203,-19.0,0.41999998688697815
1768670647.4776235,0.005529165267944336,-19.0,0.41999998688697815
1768670647.5208588,0.04323530197143555,-19.0,0.4300000071525574
1768670647.5217736,0.0009148120880126953,-19.0,0.4300000071525574
1768670647.577971,0.056197404861450195,-19.0,0.4300000071525574
1768670647.5784864,0.0005154609680175781,-19.0,0.41999998688697815
1768670647.65991,0.08142352104187012,-19.0,0.4300000071525574
1768670647.6607442,0.0008342266082763672,-19.0,0.4300000071525574
1768670647.720922,0.06017780303955078,-19.0,0.41999998688697815
1768670647.7229745,0.0020525455474853516,-18.0,0.41999998688697815
1768670647.7516448,0.028670310974121094,-18.0,0.4399999976158142
1768670647.7667491,0.015104293823242188,-18.0,0.4399999976158142
1768670647.7822266,0.015477418899536133,-18.0,0.4399999976158142
1768670647.7835712,0.0013446807861328125,-18.0,0.44999998807907104
1768670647.8045242,0.020952939987182617,-18.0,0.4300000071525574
1768670647.807023,0.0024988651275634766,-18.0,0.4300000071525574
1768670647.838222,0.031198978424072266,-18.0,0.4300000071525574
1768670647.8426874,0.004465341567993164,-18.0,0.4300000071525574
1768670647.8707204,0.028033018112182617,-18.0,0.4300000071525574
1768670647.8713112,0.0005908012390136719,-18.0,0.4300000071525574
1768670647.9104066,0.039095401763916016,-18.0,0.4300000071525574
1768670647.9114518,0.00104522705078125,-18.0,0.4300000071525574
1768670647.9378119,0.026360034942626953,-18.0,0.44999998807907104
1768670647.941387,0.0035750865936279297,-18.0,0.44999998807907104
1768670647.9767718,0.0353848934173584,-18.0,0.4099999964237213
